report_name,report_agency,date,visits,language
Browser language,Department of Agriculture,6/6/24,2406,fa-ir
Browser language,Department of Agriculture,6/6/24,2004,en
Browser language,Department of Agriculture,6/6/24,1977,es-mx
Browser language,Department of Agriculture,6/6/24,1651,en-in
Browser language,Department of Agriculture,6/6/24,1552,pt-br
Browser language,Department of Agriculture,6/6/24,1426,en-au
Browser language,Department of Agriculture,6/6/24,1076,fr-fr
Browser language,Department of Agriculture,6/6/24,1048,es
Browser language,Department of Agriculture,6/6/24,1000,de-de
Browser language,Department of Agriculture,6/6/24,899,ja
Browser language,Department of Agriculture,6/6/24,614,ru-ru
Browser language,Department of Agriculture,6/6/24,607,zh-tw
Browser language,Department of Agriculture,6/6/24,606,it-it
Browser language,Department of Agriculture,6/6/24,594,ru
Browser language,Department of Agriculture,6/6/24,547,ko-kr
Browser language,Department of Agriculture,6/6/24,491,tr-tr
Browser language,Department of Agriculture,6/6/24,434,nl-nl
Browser language,Department of Agriculture,6/6/24,384,fr
Browser language,Department of Agriculture,6/6/24,382,de
Browser language,Department of Agriculture,6/6/24,348,fa
Browser language,Department of Agriculture,6/6/24,299,vi-vn
Browser language,Department of Agriculture,6/6/24,296,fr-ca
Browser language,Department of Agriculture,6/6/24,271,id-id
Browser language,Department of Agriculture,6/6/24,260,pl-pl
Browser language,Department of Agriculture,6/6/24,255,pt-pt
Browser language,Department of Agriculture,6/6/24,239,ar
Browser language,Department of Agriculture,6/6/24,217,el-gr
Browser language,Department of Agriculture,6/6/24,209,en-nz
Browser language,Department of Agriculture,6/6/24,177,th-th
Browser language,Department of Agriculture,6/6/24,174,uk-ua
Browser language,Department of Agriculture,6/6/24,163,ko
Browser language,Department of Agriculture,6/6/24,156,es-ar
Browser language,Department of Agriculture,6/6/24,155,id
Browser language,Department of Agriculture,6/6/24,153,sv-se
Browser language,Department of Agriculture,6/6/24,152,en-za
Browser language,Department of Agriculture,6/6/24,151,es-pe
Browser language,Department of Agriculture,6/6/24,148,en-sg
Browser language,Department of Agriculture,6/6/24,136,en-ph
Browser language,Department of Agriculture,6/6/24,131,c
Browser language,Department of Agriculture,6/6/24,125,it
Browser language,Department of Agriculture,6/6/24,120,es-co
Browser language,Department of Agriculture,6/6/24,118,nl
Browser language,Department of Agriculture,6/6/24,116,da-dk
Browser language,Department of Agriculture,6/6/24,110,nb-no
Browser language,Department of Agriculture,6/6/24,102,cs-cz
Browser language,Department of Agriculture,6/5/24,546659,en-us
Browser language,Department of Agriculture,6/5/24,13844,en-gb
Browser language,Department of Agriculture,6/5/24,10136,es-us
Browser language,Department of Agriculture,6/5/24,7644,es-419
Browser language,Department of Agriculture,6/5/24,6032,zh-cn
Browser language,Department of Agriculture,6/5/24,3942,es-es
Browser language,Department of Agriculture,6/5/24,3756,en-ca
Browser language,Department of Agriculture,6/5/24,2249,es-mx
Browser language,Department of Agriculture,6/5/24,1984,en
Browser language,Department of Agriculture,6/5/24,1524,pt-br
Browser language,Department of Agriculture,6/5/24,1519,en-au
Browser language,Department of Agriculture,6/5/24,1505,en-in
Browser language,Department of Agriculture,6/5/24,1176,fr-fr
Browser language,Department of Agriculture,6/5/24,1085,es
Browser language,Department of Agriculture,6/5/24,1029,de-de
Browser language,Department of Agriculture,6/5/24,983,ja
Browser language,Department of Agriculture,6/5/24,684,ko-kr
Browser language,Department of Agriculture,6/5/24,611,ru
Browser language,Department of Agriculture,6/5/24,589,ru-ru
Browser language,Department of Agriculture,6/5/24,572,it-it
Browser language,Department of Agriculture,6/5/24,554,zh-tw
Browser language,Department of Agriculture,6/5/24,553,fa-ir
Browser language,Department of Agriculture,6/5/24,443,fr
Browser language,Department of Agriculture,6/5/24,419,de
Browser language,Department of Agriculture,6/5/24,419,nl-nl
Browser language,Department of Agriculture,6/5/24,415,tr-tr
Browser language,Department of Agriculture,6/5/24,311,fr-ca
Browser language,Department of Agriculture,6/5/24,311,vi-vn
Browser language,Department of Agriculture,6/5/24,307,pl-pl
Browser language,Department of Agriculture,6/5/24,289,id-id
Browser language,Department of Agriculture,6/5/24,255,ar
Browser language,Department of Agriculture,6/5/24,218,el-gr
Browser language,Department of Agriculture,6/5/24,211,pt-pt
Browser language,Department of Agriculture,6/5/24,200,en-nz
Browser language,Department of Agriculture,6/5/24,173,th-th
Browser language,Department of Agriculture,6/5/24,169,es-ar
Browser language,Department of Agriculture,6/5/24,162,ko
Browser language,Department of Agriculture,6/5/24,161,en-za
Browser language,Department of Agriculture,6/5/24,151,uk-ua
Browser language,Department of Agriculture,6/5/24,147,id
Browser language,Department of Agriculture,6/5/24,145,en-ph
Browser language,Department of Agriculture,6/5/24,145,en-sg
Browser language,Department of Agriculture,6/5/24,139,it
Browser language,Department of Agriculture,6/5/24,135,es-pe
Browser language,Department of Agriculture,6/5/24,132,sv-se
Browser language,Department of Agriculture,6/5/24,126,es-co
Browser language,Department of Agriculture,6/5/24,124,he-il
Browser language,Department of Agriculture,6/5/24,113,cs-cz
Browser language,Department of Agriculture,6/5/24,111,pl
Browser language,Department of Agriculture,6/5/24,109,fa
Browser language,Department of Agriculture,6/5/24,108,nl
Browser language,Department of Agriculture,6/5/24,103,hu-hu
Browser language,Department of Agriculture,6/4/24,544773,en-us
Browser language,Department of Agriculture,6/4/24,13788,en-gb
Browser language,Department of Agriculture,6/4/24,7308,es-419
Browser language,Department of Agriculture,6/4/24,6519,es-us
Browser language,Department of Agriculture,6/4/24,4788,zh-cn
Browser language,Department of Agriculture,6/4/24,3962,en-ca
Browser language,Department of Agriculture,6/4/24,3827,es-es
Browser language,Department of Agriculture,6/4/24,2015,en
Browser language,Department of Agriculture,6/4/24,1916,es-mx
Browser language,Department of Agriculture,6/4/24,1658,pt-br
Browser language,Department of Agriculture,6/4/24,1438,en-au
Browser language,Department of Agriculture,6/4/24,1357,en-in
Browser language,Department of Agriculture,6/4/24,1230,es
Browser language,Department of Agriculture,6/4/24,1135,fr-fr
Browser language,Department of Agriculture,6/4/24,1098,ja
Browser language,Department of Agriculture,6/4/24,1076,de-de
Browser language,Department of Agriculture,6/4/24,734,ko-kr
Browser language,Department of Agriculture,6/4/24,701,ru
Browser language,Department of Agriculture,6/4/24,659,it-it
Browser language,Department of Agriculture,6/4/24,605,zh-tw
Browser language,Department of Agriculture,6/4/24,579,ru-ru
Browser language,Department of Agriculture,6/4/24,460,tr-tr
Browser language,Department of Agriculture,6/4/24,451,nl-nl
Browser language,Department of Agriculture,6/4/24,432,de
Browser language,Department of Agriculture,6/4/24,384,fr
Browser language,Department of Agriculture,6/4/24,318,fr-ca
Browser language,Department of Agriculture,6/4/24,285,vi-vn
Browser language,Department of Agriculture,6/4/24,281,ko
Browser language,Department of Agriculture,6/4/24,270,id-id
Browser language,Department of Agriculture,6/4/24,261,ar
Browser language,Department of Agriculture,6/4/24,259,pt-pt
Browser language,Department of Agriculture,6/4/24,241,pl-pl
Browser language,Department of Agriculture,6/4/24,199,en-nz
Browser language,Department of Agriculture,6/4/24,184,el-gr
Browser language,Department of Agriculture,6/4/24,178,es-ar
Browser language,Department of Agriculture,6/4/24,164,id
Browser language,Department of Agriculture,6/4/24,162,en-za
Browser language,Department of Agriculture,6/4/24,161,fa-ir
Browser language,Department of Agriculture,6/4/24,157,th-th
Browser language,Department of Agriculture,6/4/24,151,en-ph
Browser language,Department of Agriculture,6/4/24,151,en-sg
Browser language,Department of Agriculture,6/4/24,147,sv-se
Browser language,Department of Agriculture,6/4/24,133,it
Browser language,Department of Agriculture,6/4/24,131,es-pe
Browser language,Department of Agriculture,6/4/24,127,da-dk
Browser language,Department of Agriculture,6/4/24,123,uk-ua
Browser language,Department of Agriculture,6/4/24,121,he-il
Browser language,Department of Agriculture,6/4/24,112,nl
Browser language,Department of Agriculture,6/4/24,106,cs-cz
Browser language,Department of Agriculture,6/4/24,102,pl
Browser language,Department of Agriculture,6/3/24,576490,en-us
Browser language,Department of Agriculture,6/3/24,14248,en-gb
Browser language,Department of Agriculture,6/3/24,7295,es-us
Browser language,Department of Agriculture,6/3/24,7096,es-419
Browser language,Department of Agriculture,6/3/24,4200,en-ca
Browser language,Department of Agriculture,6/3/24,3770,es-es
Browser language,Department of Agriculture,6/3/24,3457,zh-cn
Browser language,Department of Agriculture,6/3/24,2160,en
Browser language,Department of Agriculture,6/3/24,1930,es-mx
Browser language,Department of Agriculture,6/3/24,1761,pt-br
Browser language,Department of Agriculture,6/3/24,1544,en-in
Browser language,Department of Agriculture,6/3/24,1455,en-au
Browser language,Department of Agriculture,6/3/24,1248,fr-fr
Browser language,Department of Agriculture,6/3/24,1195,es
Browser language,Department of Agriculture,6/3/24,996,de-de
Browser language,Department of Agriculture,6/3/24,975,ja
Browser language,Department of Agriculture,6/3/24,730,ko-kr
Browser language,Department of Agriculture,6/3/24,680,ru
Browser language,Department of Agriculture,6/3/24,635,zh-tw
Browser language,Department of Agriculture,6/3/24,612,it-it
Browser language,Department of Agriculture,6/3/24,529,ru-ru
Browser language,Department of Agriculture,6/3/24,461,de
Browser language,Department of Agriculture,6/3/24,451,nl-nl
Browser language,Department of Agriculture,6/3/24,444,tr-tr
Browser language,Department of Agriculture,6/3/24,430,fr
Browser language,Department of Agriculture,6/3/24,335,vi-vn
Browser language,Department of Agriculture,6/3/24,327,fr-ca
Browser language,Department of Agriculture,6/3/24,309,ko
Browser language,Department of Agriculture,6/3/24,307,id-id
Browser language,Department of Agriculture,6/3/24,284,pt-pt
Browser language,Department of Agriculture,6/3/24,264,ar
Browser language,Department of Agriculture,6/3/24,255,pl-pl
Browser language,Department of Agriculture,6/3/24,242,fa-ir
Browser language,Department of Agriculture,6/3/24,227,en-nz
Browser language,Department of Agriculture,6/3/24,193,sv-se
Browser language,Department of Agriculture,6/3/24,183,el-gr
Browser language,Department of Agriculture,6/3/24,180,en-za
Browser language,Department of Agriculture,6/3/24,172,id
Browser language,Department of Agriculture,6/3/24,168,en-ph
Browser language,Department of Agriculture,6/3/24,159,es-ar
Browser language,Department of Agriculture,6/3/24,155,it
Browser language,Department of Agriculture,6/3/24,144,es-pe
Browser language,Department of Agriculture,6/3/24,140,c
Browser language,Department of Agriculture,6/3/24,131,da-dk
Browser language,Department of Agriculture,6/3/24,126,uk-ua
Browser language,Department of Agriculture,6/3/24,125,en-sg
Browser language,Department of Agriculture,6/3/24,125,th-th
Browser language,Department of Agriculture,6/3/24,124,es-co
Browser language,Department of Agriculture,6/3/24,122,he-il
Browser language,Department of Agriculture,6/3/24,116,nb-no
Browser language,Department of Agriculture,6/3/24,108,cs-cz
Browser language,Department of Agriculture,6/3/24,106,pl
Browser language,Department of Agriculture,6/3/24,105,nl
Browser language,Department of Agriculture,6/3/24,103,hu-hu
Browser language,Department of Agriculture,6/2/24,369541,en-us
Browser language,Department of Agriculture,6/2/24,11801,en-gb
Browser language,Department of Agriculture,6/2/24,7163,es-us
Browser language,Department of Agriculture,6/2/24,5272,es-419
Browser language,Department of Agriculture,6/2/24,3824,en-ca
Browser language,Department of Agriculture,6/2/24,2671,zh-cn
Browser language,Department of Agriculture,6/2/24,2406,es-es
Browser language,Department of Agriculture,6/2/24,1523,en-in
Browser language,Department of Agriculture,6/2/24,1481,es-mx
Browser language,Department of Agriculture,6/2/24,1380,en-au
Browser language,Department of Agriculture,6/2/24,1326,en
Browser language,Department of Agriculture,6/2/24,1001,de-de
Browser language,Department of Agriculture,6/2/24,832,pt-br
